Recorder,Date,Plant_ID,Sp_Code,Dry_leaf_mass_g
LS,4/24/23,H4.BROMAD.2,BROMAD,0.014
LS,4/24/23,G4.BROMAD.2,BROMAD,0.0097
LS,4/23/23,H7.BROMAD.2,BROMAD,0.0195
LS,4/23/23,H8.BROMAD.2,BROMAD,0.0143
LS,4/23/23,C7.BROMAD.2,BROMAD,0.0192
LS,4/22/23,A5.AVEBAR.1,AVEBAR,0.0577
LS,4/22/23,A7.AVEBAR.1,AVEBAR,0.0814
LS,4/22/23,A8.AVEBAR.2,AVEBAR,0.2125
LS,4/22/23,B1.AVEBAR.1,AVEBAR,0.1695
BP,4/23/23,E6.BROMAD.2,BROMAD,0.0107
BP,4/23/23,E5.BROMAD.1,BROMAD,0.0107
BP,4/24/23,A5.BROMAD.2,BROMAD,0.0118
BP,4/24/23,A7.BROMAD.2,BROMAD,0.0168
BP,4/24/23,A8.BROMAD.2,BROMAD,0.0173
BP,4/24/23,F4.BROMAD.2,BROMAD,0.0137
BP,4/24/23,F2.BROMAD.2,BROMAD,0.0143
BP,4/24/23,F5.BROMAD.2,BROMAD,0.0168
BP,4/24/23,G3.BROMAD.2,BROMAD,0.039
BP,4/24/23,F6.BROMAD.2,BROMAD,0.0122
BP,4/24/23,F7.BROMAD.2,BROMAD,0.0226
BP,4/22/23,G4.AVEBAR.2,AVEBAR,0.0426
BP,4/22/23,G5.AVEBAR.2,AVEBAR,0.209
BP,4/22/23,B2.AVEBAR.2,AVEBAR,0.2254
BP,4/22/23,C1.AVEBAR.2,AVEBAR,0.1225
BP,4/22/23,F2.AVEBAR.2,AVEBAR,0.0648
BP,4/22/23,F4.AVEBAR.2,AVEBAR,0.0918
BP,4/22/23,F3.AVEBAR.1,AVEBAR,0.1242
BP,4/22/23,F5.AVEBAR.2,AVEBAR,0.118
BP,4/22/23,F6.AVEBAR.1,AVEBAR,0.251
BP,4/22/23,F8.AVEBAR.2,AVEBAR,0.0704
BP,4/22/23,F7.AVEBAR.2,AVEBAR,0.0636
BP,4/22/23,A3.AVEBAR.2,AVEBAR,0.2069
BP,4/22/23,A2.AVEBAR.2,AVEBAR,0.109
BP,4/22/23,A3.VICSAT.2,VICSAT,0.0492
BP,4/22/23,F3.VICSAT.2,VICSAT,0.0664
BP,4/22/23,F8.VICSAT.2,VICSAT,0.0445
BP,4/22/23,B1.VICSAT.2,VICSAT,0.0842
BP,4/22/23,B7.VICSAT.2,VICSAT,0.0755
BP,4/22/23,G1.VICSAT.2,VICSAT,0.0391
BP,4/22/23,G8.VICSAT.2,VICSAT,0.0716
BP,4/21/23,H8.AVEBAR.2,AVEBAR,0.084
BP,4/21/23,H7.AVEBAR.2,AVEBAR,0.0482
BP,4/21/23,H5.AVEBAR.2,AVEBAR,0.0838
BP,4/21/23,C7.AVEBAR.2,AVEBAR,0.0593
BP,4/21/23,C6.AVEBAR.2,AVEBAR,0.1203
BP,4/21/23,H3.AVEBAR.2,AVEBAR,0.0505
BP,4/21/23,H4.AVEBAR.2,AVEBAR,0.0283
BP, 2023-04-21,C4.AVEBAR.2,AVEBAR,0.0875
BP,4/21/23,C2.AVEBAR.1,AVEBAR,0.0959
BP,4/21/23,E4.AVEBAR.2,AVEBAR,0.0415
BP,4/21/23,E5.AVEBAR.2,AVEBAR,0.0649
BP,4/21/23,J7.AVEBAR.2,AVEBAR,0.1124
BP,4/21/23,J8.AVEBAR.2,AVEBAR,0.1747
BP,4/21/23,E6.AVEBAR.2,AVEBAR,0.089
BP,4/21/23,E7.AVEBAR.2,AVEBAR,0.133
BP,4/21/23,E8.AVEBAR.2,AVEBAR,0.1863
BP,4/21/23,J6.AVEBAR.2,AVEBAR,0.16
BP,4/21/23,J5.AVEBAR.2,AVEBAR,0.0488
BP,4/21/23,E2.AVEBAR.2,AVEBAR,0.0421
BP,4/21/23,J4.AVEBAR.2,AVEBAR,0.0514
BP,4/21/23,J3.AVEBAR.2,AVEBAR,0.1355
BP,4/21/23,D6.AVEBAR.2,AVEBAR,0.0198
BP,4/21/23,J1.AVEBAR.2,AVEBAR,0.1189
BP,4/21/23,I7.AVEBAR.2,AVEBAR,0.1312
BP,4/21/23,D5.AVEBAR.2,AVEBAR,0.0547
BP,4/21/23,D4.AVEBAR.2,AVEBAR,0.0553
BP,4/21/23,I4.AVEBAR.2,AVEBAR,0.1675
BP,4/21/23,I3.AVEBAR.2,AVEBAR,0.0789
BP,4/21/23,D3.AVEBAR.2,AVEBAR,0.0825
BP,4/21/23,D2.AVEBAR.2,AVEBAR,0.0552
BP,4/21/23,I2.AVEBAR.2,AVEBAR,0.1345
BP,4/21/23,I1.AVEBAR.2,AVEBAR,0.0394
BP,4/21/23,G8.AVEBAR.1,AVEBAR,0.0393
BP,4/21/23,H1.AVEBAR.2,AVEBAR,0.1585
BP,4/24/23,E4.LUPMIC.1,LUPMIC,0.0621
BP,4/24/23,F2.LUPMIC.1,LUPMIC,0.0047
BP,4/24/23,A4.LUPMIC.1,LUPMIC,0.0031
BP,4/24/23,J7.LUPMIC.1,LUPMIC,0.0107
LS,9/3/23,F6.CORFIL.2,CORFIL,0.0151
LS,9/3/23,A7.CORFIL.2,CORFIL,0.0356
LS,9/3/23,H1.CORFIL.1,CORFIL,0.014
LS,9/3/23,C2.CORFIL.2,CORFIL,0.0264
LS,9/3/23,D8.CORFIL.2,CORFIL,0.0265
LS,9/3/23,I2.CORFIL.2,CORFIL,0.0602
LS,9/3/23,E5.CORFIL.2,CORFIL,0.0198
LS,9/3/23,J5.CORFIL.2,CORFIL,0.035
LS,9/3/23,J8.CORFIL.2,CORFIL,0.0455
LS,9/3/23,E6.CORFIL.1,CORFIL,0.0571
LS,9/3/23,H8.CORFIL.1,CORFIL,0.0124
LS,9/3/23,A6.CORFIL.2,CORFIL,0.032
LS,9/3/23,B3.CORFIL.1,CORFIL,0.0464
LS,9/3/23,G3.CORFIL.2,CORFIL,0.0345
LS,9/3/23,B6.CORFIL.2,CORFIL,0.0488
LS,9/3/23,C1.HOLVIR.2,HOLVIR,0.0141
LS,9/3/23,I7.HOLVIR.1,HOLVIR,0.0093
LS,9/3/23,H4.HOLVIR.1,HOLVIR,0.0096
LS,9/3/23,B5.HOLVIR.2,HOLVIR,0.0241
LS,9/3/23,G5.HOLVIR.2,HOLVIR,0.0082
LS,9/3/23,F5.HOLVIR.2,HOLVIR,0.01
LS,9/3/23,A5.HOLVIR.1,HOLVIR,0.0237
LS,9/3/23,B2.HOLVIR.2,HOLVIR,0.0219
LS,9/3/23,A8.HOLVIR.1,HOLVIR,0.0105
LS,9/3/23,G2.HOLVIR.2,HOLVIR,0.0189
LS,9/3/23,H7.HOLVIR.1,HOLVIR,0.0185
LS,9/3/23,J3.HOLVIR.2,HOLVIR,0.0077
LS,9/3/23,D4.HOLVIR.2,HOLVIR,0.0239
