Plant_ID,rgr_h_FM,rgr_h_MA,rgr_h_AM,rgr_h_MJ,rgr_l_FM,rgr_l_MA,rgr_l_AM,rgr_l_MJ,rgr_v_FM,rgr_v_MA,rgr_v_AM,rgr_v_MJ
J2.BRODIA.1,NA,0.03300164607029105,0.03991729363497446,NA,NA,0.015671242542117284,-0.03920880340414717,NA,NA,0.08252629535652375,0.07823654865895792,NA
I4.AVEBAR.1,NA,0.0481389075295984,0.03323131859330042,NA,NA,-0.0073004640994220465,-0.0015902123903022277,NA,NA,0.08976618274688752,0.05556082425134706,NA
C2.STIPUL.1,NA,0.01901816194892043,0.031007169418207168,-0.05071903003552231,NA,0.01702752079219968,-0.009215116093367367,0.02385088871224495,NA,0.07368769120269239,0.08217348397757653,-0.09450964620890441
D3.ESCCAL.1,0.06818992368953701,-0.01061512437061782,NA,NA,0.010494570578699633,-0.06239340589671971,NA,NA,0.10629625873133819,-0.12912672642026493,NA,NA
E2.LUPMIC.1,0.026659506944613276,0.041020140237028845,0.0167609070634324,NA,0.01106469509429926,0.029827497844365673,0.04633119402512651,NA,0.05860946084994989,0.07111075493883214,0.06669105584594852,NA
I3.LUPMIC.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I6.GALPAR.1,0.05371704988486693,0.05579921445238905,-0.009889392880686942,NA,0.048606305469128586,0.03662040962227033,-0.02943477739776446,NA,0.1424637159487241,0.13040076684760488,0.047352580456242264,NA
J4.EROCIC.1,0.05197131936521043,-0.021660849392498294,0.030400606811736914,NA,0,-0.03914884276548025,0.017773004629742187,NA,0.12043998982739117,-0.032314805235329314,0.04756549537436842,NA
E2.PHATAN.1A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A4.ESCCAL.1,0.03221755990954598,NA,NA,NA,0.00992007146385451,NA,NA,NA,0.09638143372730482,NA,NA,NA
J8.EROCIC.1,0.04815891217303744,0.04409334292844569,-0.0033346955961076306,NA,0.01880014516982942,0,-0.05331901388922656,NA,0.1059876234366651,0.1000858263418224,-0.018160778003440157,NA
G7.DAUPUS.1,0.04471917293935131,0.061901458170542316,0.06669270129278382,NA,0.0316396533229589,0.018673377530065424,0.0358944596638366,NA,0.09146418140254232,0.14634811099522993,0.09568759888250933,NA
J4.BROARE.1,NA,-0.0015738762635300696,0.007496121841928323,NA,NA,0.025166405082244356,-0.0352041051797895,NA,NA,0.04978568552111637,-0.03775468289102949,NA
A3.EROBOT.1,0.045577787585597225,0.03492968211934501,0.012386556687515097,NA,0.01398155545200566,0.03587182112146716,-0.003952581534032258,NA,0.10323835989093119,0.08210257793203987,0.026508906910817285,NA
