Plant_ID,A_adj_av,WUE_adj_av,E_adj_av,Ci_adj_av,gsw_adj_av,Sp_Code,Plot,Block,Shelter,Plot_number,Population,Treatment,Scientific_Name,Native_Status,Growth_Habit,Growth_2,Perenniality,Rating,Rating_2,Source
B1.TORARV.2,32.03837769744598,14.272808926042082,0.008820878847413229,1174.6206535690899,0.6256469063523249,TORARV,B1,2,B,1,BORR,Drought,Torilis arvensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
B1.VICSAT.2,17.883055326636054,9.388301388346962,0.0032899862227324917,360.8820122847302,0.1715868656716418,VICSAT,B1,2,B,1,BORR,Drought,Vicia sativa,Non-native,Forb,Nfixer,Annual,Non-native,Non-native,CalFlora
B2.AVEBAR.2,15.44803317014759,6.208131408817965,0.004162901698691172,282.4899919799499,0.12220690058479532,AVEBAR,B2,2,B,2,MCL,Drought,Avena barbata,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
B2.BRODIA.2,8.613665985013625,24.785638188345008,0.0014304673024523162,778.2195907356949,0.07028655040871935,BRODIA,B2,2,B,2,MCL,Drought,Bromus diandrus,Non-native,Grass,Grass,Annual,Moderate,Invasive,Cal IPC
B2.BROHOR.2,6.249141159675237,15.128147866576013,0.0016700094722598108,1300.0665101488498,0.14084390663058188,BROHOR,B2,2,B,2,MCL,Drought,Bromus hordeaceaus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
B2.BROMAD.2,18.03630054054054,19.751842210058854,0.003899425320056899,1049.862122190612,0.208385079658606,BROMAD,B2,2,B,2,MCL,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
B2.CLAPUR.2,28.310196188077246,22.294767066106942,0.006432851385390428,1500.0765104953819,0.5197355046179681,CLAPUR,B2,2,B,2,MCL,Drought,Clarkia purpurea,Native,Forb,Forb,Annual,Native,Native,CalFlora
B2.ELYCAP.2,10.046325709821428,50.83653335583048,0.001317783482142857,1283.5281816964286,0.08056260044642857,ELYCAP,B2,2,B,2,MCL,Drought,Elymus caput-medusae,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
B2.EROBOT.1,26.968468600247743,2.9845367369765543,0.009606367368607326,311.04104834542557,0.702352167757919,EROBOT,B2,2,B,2,MCL,Drought,Erodium botrys,Non-native,Forb,Forb,Annual,Non-native,Non-native,CalFlora
B2.HOLVIR.2,16.081524364963503,11.805125458376555,0.003730898722627737,733.2561421532846,0.22346767700729925,HOLVIR,B2,2,B,2,MCL,Drought,Holocarpha virgata,Native,Forb,Forb,Annual,Native,Native,CalFlora
B2.LUPBIC.2,34.202982571255305,6.340252353216408,0.00981257671315949,505.61244954517895,0.6239643395997574,LUPBIC,B2,2,B,2,MCL,Drought,Lupinus bicolor,Native,Forb,Nfixer,Annual,Native,Native,CalFlora
B2.MICCAL.2,16.329228175700933,6.424218377109381,0.009501196261682244,1252.806709906542,0.5447572137071651,MICCAL,B2,2,B,2,MCL,Drought,Micropus californicus,Native,Forb,Forb,Annual,Native,Native,CalFlora
B2.PLAERE.2,27.386256252707582,10.584144116798782,0.014013435018050541,1817.4919212996388,0.9158255559566787,PLAERE,B2,2,B,2,MCL,Drought,Plantago erecta,Native,Forb,Forb,Annual,Native,Native,CalFlora
B2.TRIHIR.2,42.94790846098091,6.948703899841881,0.008963544334380284,396.9592854795844,0.8506476086011112,TRIHIR,B2,2,B,2,MCL,Drought,Trifolium hirtum,Non-native,Forb,Nfixer,Annual,Limited,Invasive,Cal IPC
B3.BROHOR.2,3.679584529644269,19.674143470228298,6.305951439864484e-4,913.8256877470357,0.048123787690570304,BROHOR,B3,2,B,3,SEDG,Drought,Bromus hordeaceaus,Non-native,Grass,Grass,Annual,Limited,Invasive,Cal IPC
B3.BROMAD.2,16.713163858220213,26.395820086228987,0.0057248717948717946,2721.300166515837,0.3095941025641026,BROMAD,B3,2,B,3,SEDG,Drought,Bromus madritensis,Non-native,Grass,Grass,Annual,High,Invasive,Cal IPC
B3.CALMEN.1,2.2520398815931104,13.776372268051642,0.0010534574811625402,2290.1320581270184,0.09427980624327233,CALMEN,B3,2,B,3,SEDG,Drought,Calandrinia menziesii,Native,Forb,Forb,Annual,Native,Native,CalFlora
B3.CENMEL.2,12.124676996530646,4.476123254728133,0.0026856543862547495,289.2438728564348,0.22794010011564514,CENMEL,B3,2,B,3,SEDG,Drought,Centaurea melitensis,Non-native,Forb,Forb,Annual,Moderate,Invasive,Cal IPC
B3.CORFIL.1,12.04490088621051,7.446948955108325,0.0026625382765865036,397.5779947526298,0.15499790587315207,CORFIL,B3,2,B,3,SEDG,Drought,Corethrogyne filaginafolia,Native,Forb,Forb,Perennial,Native,Native,CalFlora
