sample,total.leaf.area,Date,Plant_ID,Sp_Code,Plot
A6CENMEL2_20230507,21.26,2023-05-07,A6.CENMEL.2,CENMEL,A6
A7CENMEL2_20230507,17.555,2023-05-07,A7.CENMEL.2,CENMEL,A7
B3CENMEL2_20230507,66.348,2023-05-07,B3.CENMEL.2,CENMEL,B3
B6CENMEL2_20230507,30.924999999999997,2023-05-07,B6.CENMEL.2,CENMEL,B6
C2CENMEL2_20230507,42.888,2023-05-07,C2.CENMEL.2,CENMEL,C2
D7CENMEL2_20230507,18.342,2023-05-07,D7.CENMEL.2,CENMEL,D7
D8CENMEL2_20230507,8.328,2023-05-07,D8.CENMEL.2,CENMEL,D8
E5CENMEL2_20230507,13.376,2023-05-07,E5.CENMEL.2,CENMEL,E5
E6CENMEL2_20230507,14.743,2023-05-07,E6.CENMEL.2,CENMEL,E6
F6CENMEL2_20230507,24.946,2023-05-07,F6.CENMEL.2,CENMEL,F6
G3CENMEL2_20230507,25.154,2023-05-07,G3.CENMEL.2,CENMEL,G3
H1CENMEL2_20230507,20.627,2023-05-07,H1.CENMEL.2,CENMEL,H1
H8CENMEL2_20230507,31.606,2023-05-07,H8.CENMEL.2,CENMEL,H8
I2CENMEL2_20230507,36.424,2023-05-07,I2.CENMEL.2,CENMEL,I2
J5CENMEL2_20230507,20.731,2023-05-07,J5.CENMEL.2,CENMEL,J5
J8CENMEL2_20230507,13.378,2023-05-07,J8.CENMEL.2,CENMEL,J8
A1CLAPUR2_20230505,1.087,2023-05-05,A1.CLAPUR.2,CLAPUR,A1
A3CLAPUR1_20230505,2.486,2023-05-05,A3.CLAPUR.1,CLAPUR,A3
A5CLAPUR2_20230505,1.493,2023-05-05,A5.CLAPUR.2,CLAPUR,A5
A8CLAPUR2_20230505,1.785,2023-05-05,A8.CLAPUR.2,CLAPUR,A8
B1CLAPUR2_20230505,1.78,2023-05-05,B1.CLAPUR.2,CLAPUR,B1
B2CLAPUR2_20230505,1.892,2023-05-05,B2.CLAPUR.2,CLAPUR,B2
B4CLAPUR2_20230505,1.363,2023-05-05,B4.CLAPUR.2,CLAPUR,B4
B5CLAPUR2_20230505,2.795,2023-05-05,B5.CLAPUR.2,CLAPUR,B5
B7CLAPUR2_20230505,2.256,2023-05-05,B7.CLAPUR.2,CLAPUR,B7
C1CLAPUR2_20230505,2.02,2023-05-05,C1.CLAPUR.2,CLAPUR,C1
C3CLAPUR2_20230505,1.067,2023-05-05,C3.CLAPUR.2,CLAPUR,C3
C4CLAPUR2_20230505,2.684,2023-05-05,C4.CLAPUR.2,CLAPUR,C4
C5CLAPUR2_20230505,2.594,2023-05-05,C5.CLAPUR.2,CLAPUR,C5
C8CLAPUR2_20230505,1.652,2023-05-05,C8.CLAPUR.2,CLAPUR,C8
D1CLAPUR2_20230507,0.7,2023-05-07,D1.CLAPUR.2,CLAPUR,D1
D2CLAPUR2_20230507,1.55,2023-05-07,D2.CLAPUR.2,CLAPUR,D2
D4CLAPUR2_20230507,1.533,2023-05-07,D4.CLAPUR.2,CLAPUR,D4
D6CLAPUR2_20230507,2.151,2023-05-07,D6.CLAPUR.2,CLAPUR,D6
E1CLAPUR2_20230507,0.69,2023-05-07,E1.CLAPUR.2,CLAPUR,E1
E3CLAPUR2_20230507,0.841,2023-05-07,E3.CLAPUR.2,CLAPUR,E3
E7CLAPUR2_20230507,2.898,2023-05-07,E7.CLAPUR.2,CLAPUR,E7
E8CLAPUR2_20230507,1.519,2023-05-07,E8.CLAPUR.2,CLAPUR,E8
F1CLAPUR2_20230505,0.919,2023-05-05,F1.CLAPUR.2,CLAPUR,F1
F3CLAPUR2_20230505,1.467,2023-05-05,F3.CLAPUR.2,CLAPUR,F3
F4CLAPUR2_20230505,2.449,2023-05-05,F4.CLAPUR.2,CLAPUR,F4
F5CLAPUR2_20230505,1.944,2023-05-05,F5.CLAPUR.2,CLAPUR,F5
F8CLAPUR2_20230505,2.274,2023-05-05,F8.CLAPUR.2,CLAPUR,F8
G1CLAPUR2_20230505,1.868,2023-05-05,G1.CLAPUR.2,CLAPUR,G1
G2CLAPUR2_20230505,2.385,2023-05-05,G2.CLAPUR.2,CLAPUR,G2
G5CLAPUR2_20230505,2.046,2023-05-05,G5.CLAPUR.2,CLAPUR,G5
G6CLAPUR2_20230505,1.089,2023-05-05,G6.CLAPUR.2,CLAPUR,G6
G8CLAPUR2_20230505,1.679,2023-05-05,G8.CLAPUR.2,CLAPUR,G8
H2CLAPUR2_20230505,0.929,2023-05-05,H2.CLAPUR.2,CLAPUR,H2
H4CLAPUR2_20230505,1.106,2023-05-05,H4.CLAPUR.2,CLAPUR,H4
H5CLAPUR2_20230507,1.743,2023-05-07,H5.CLAPUR.2,CLAPUR,H5
H6CLAPUR2_20230507,0.865,2023-05-07,H6.CLAPUR.2,CLAPUR,H6
H7CLAPUR2_20230507,1.769,2023-05-07,H7.CLAPUR.2,CLAPUR,H7
I1CLAPUR2_20230507,2.227,2023-05-07,I1.CLAPUR.2,CLAPUR,I1
I4CLAPUR2_20230507,1.986,2023-05-07,I4.CLAPUR.2,CLAPUR,I4
I5CLAPUR2_20230507,1.087,2023-05-07,I5.CLAPUR.2,CLAPUR,I5
I6CLAPUR2_20230507,0.824,2023-05-07,I6.CLAPUR.2,CLAPUR,I6
I7CLAPUR2_20230507,2.499,2023-05-07,I7.CLAPUR.2,CLAPUR,I7
I8CLAPUR2_20230507,1.101,2023-05-07,I8.CLAPUR.2,CLAPUR,I8
J1CLAPUR2_20230507,1.682,2023-05-07,J1.CLAPUR.2,CLAPUR,J1
J2CLAPUR2_20230507,0.801,2023-05-07,J2.CLAPUR.2,CLAPUR,J2
J3CLAPUR2_20230507,2.181,2023-05-07,J3.CLAPUR.2,CLAPUR,J3
J6CLAPUR2_20230507,2.929,2023-05-07,J6.CLAPUR.2,CLAPUR,J6
A1DAUPUS2_20230521,4.497,2023-05-21,A1.DAUPUS.2,DAUPUS,A1
A3DAUPUS2_20230521,6.116,2023-05-21,A3.DAUPUS.2,DAUPUS,A3
B1DAUPUS2_20230521,11.799,2023-05-21,B1.DAUPUS.2,DAUPUS,B1
B4DAUPUS2_20230521,5.571,2023-05-21,B4.DAUPUS.2,DAUPUS,B4
B7DAUPUS2_20230522,4.471,2023-05-22,B7.DAUPUS.2,DAUPUS,B7
C4DAUPUS2_20230522,8.856,2023-05-22,C4.DAUPUS.2,DAUPUS,C4
C5DAUPUS2_20230522,5.764,2023-05-22,C5.DAUPUS.2,DAUPUS,C5
C8DAUPUS2_20230522,9.766,2023-05-22,C8.DAUPUS.2,DAUPUS,C8
D2DAUPUS2_20230522,4.654,2023-05-22,D2.DAUPUS.2,DAUPUS,D2
D6DAUPUS2_20230522,4.029,2023-05-22,D6.DAUPUS.2,DAUPUS,D6
E1DAUPUS2_20230522,3.46,2023-05-22,E1.DAUPUS.2,DAUPUS,E1
E3DAUPUS1_20230522,4.715,2023-05-22,E3.DAUPUS.1,DAUPUS,E3
E8DAUPUS2_20230522,4.27,2023-05-22,E8.DAUPUS.2,DAUPUS,E8
F1DAUPUS1_20230521,0.843,2023-05-21,F1.DAUPUS.1,DAUPUS,F1
F3DAUPUS2_20230521,2.722,2023-05-21,F3.DAUPUS.2,DAUPUS,F3
F8DAUPUS2_20230521,5.704,2023-05-21,F8.DAUPUS.2,DAUPUS,F8
G1DAUPUS2_20230522,3.682,2023-05-22,G1.DAUPUS.2,DAUPUS,G1
G7DAUPUS2_20230522,5.497,2023-05-22,G7.DAUPUS.2,DAUPUS,G7
G8DAUPUS2_20230522,4.61,2023-05-22,G8.DAUPUS.2,DAUPUS,G8
H2DAUPUS2_20230522,6.726,2023-05-22,H2.DAUPUS.2,DAUPUS,H2
H5DAUPUS2_20230522,2.436,2023-05-22,H5.DAUPUS.2,DAUPUS,H5
H6DAUPUS2_20230522,4.51,2023-05-22,H6.DAUPUS.2,DAUPUS,H6
I1DAUPUS1_20230522,3.404,2023-05-22,I1.DAUPUS.1,DAUPUS,I1
I4DAUPUS2_20230522,4.944,2023-05-22,I4.DAUPUS.2,DAUPUS,I4
I6DAUPUS2_20230522,7.069,2023-05-22,I6.DAUPUS.2,DAUPUS,I6
I8DAUPUS2_20230522,10.451,2023-05-22,I8.DAUPUS.2,DAUPUS,I8
J1DAUPUS2_20230522,6.187,2023-05-22,J1.DAUPUS.2,DAUPUS,J1
J2DAUPUS2_20230522,7.17,2023-05-22,J2.DAUPUS.2,DAUPUS,J2
A5ELYCAP2_20230520_NOLICOR,1.841,2023-05-20,A5.ELYCAP.2,ELYCAP,A5
A8ELYCAP2_20230520_NO LICOR,1.575,2023-05-20,A8.ELYCAP.2,ELYCAP,A8
B2ELYCAP2_20230520,1.593,2023-05-20,B2.ELYCAP.2,ELYCAP,B2
B5ELYCAP2_20230520,1.61,2023-05-20,B5.ELYCAP.2,ELYCAP,B5
C1ELYCAP2_20230520,1.645,2023-05-20,C1.ELYCAP.2,ELYCAP,C1
D4ELYCAP2_20230520,1.653,2023-05-20,D4.ELYCAP.2,ELYCAP,D4
E7ELYCAP2_20230520,1.598,2023-05-20,E7.ELYCAP.2,ELYCAP,E7
F4ELYCAP2_20230520_NO LICOR,1.64,2023-05-20,F4.ELYCAP.2,ELYCAP,F4
F5ELYCAP2_20230520,1.751,2023-05-20,F5.ELYCAP.2,ELYCAP,F5
G2ELYCAP2_20230520,2.417,2023-05-20,G2.ELYCAP.2,ELYCAP,G2
G5ELYCAP2_20230520,2.172,2023-05-20,G5.ELYCAP.2,ELYCAP,G5
H4ELYCAP2_20230520,3.351,2023-05-20,H4.ELYCAP.2,ELYCAP,H4
H7ELYCAP2_20230520,3.142,2023-05-20,H7.ELYCAP.2,ELYCAP,H7
I7ELYCAP2_20230520,3.047,2023-05-20,I7.ELYCAP.2,ELYCAP,I7
J3ELYCAP2_20230520,3.696,2023-05-20,J3.ELYCAP.2,ELYCAP,J3
J6ELYCAP2_20230520,2.338,2023-05-20,J6.ELYCAP.2,ELYCAP,J6
A3EROBOT1_20230405,35.285000000000004,2023-04-05,A3.EROBOT.1,EROBOT,A3
A5EROBOT1_20230405,32.05,2023-04-05,A5.EROBOT.1,EROBOT,A5
A8EROBOT1_20230405_nophoto,0.629,2023-04-05,A8.EROBOT.1,EROBOT,A8
B1EROBOT1_20230405,17.758,2023-04-05,B1.EROBOT.1,EROBOT,B1
B2EROBOT1_20250405,19.791,2025-04-05,B2.EROBOT.1,EROBOT,B2
B5EROBOT1_20230405,21.488,2023-04-05,B5.EROBOT.1,EROBOT,B5
C5EROBOT1_20230405,25.537,2023-04-05,C5.EROBOT.1,EROBOT,C5
D6EROBOT2_20230405,23.467,2023-04-05,D6.EROBOT.2,EROBOT,D6
E7EROBOT1_20230405,2.316,2023-04-05,E7.EROBOT.1,EROBOT,E7
E8EROBOT1_20230405,10.106,2023-04-05,E8.EROBOT.1,EROBOT,E8
F3EROBOT1_20230405,18.781,2023-04-05,F3.EROBOT.1,EROBOT,F3
F5EROBOT1_20230405,1.399,2023-04-05,F5.EROBOT.1,EROBOT,F5
F8EROBOT2_20230405,15.205,2023-04-05,F8.EROBOT.2,EROBOT,F8
G1EROBOT1_20230405,10.161,2023-04-05,G1.EROBOT.1,EROBOT,G1
G5EROBOT2_20230405,17.866,2023-04-05,G5.EROBOT.2,EROBOT,G5
G8EROBOT1_20230405,9.655,2023-04-05,G8.EROBOT.1,EROBOT,G8
H7EROBOT1_20230405,14.523,2023-04-05,H7.EROBOT.1,EROBOT,H7
I4EROBOT1_20230405,28.604,2023-04-05,I4.EROBOT.1,EROBOT,I4
J1EROBOT2_20230405,10.359,2023-04-05,J1.EROBOT.2,EROBOT,J1
A2EROCIC1_20230401,53.138,2023-04-01,A2.EROCIC.1,EROCIC,A2
A4EROCIC2_20230401,37.455,2023-04-01,A4.EROCIC.2,EROCIC,A4
A6EROCIC2_20230401,3.874,2023-04-01,A6.EROCIC.2,EROCIC,A6
B3EROCIC2_20230401,43.687,2023-04-01,B3.EROCIC.2,EROCIC,B3
B6EROCIC1_20230401,27.668,2023-04-01,B6.EROCIC.1,EROCIC,B6
B8EROCIC1_20230401,14.419,2023-04-01,B8.EROCIC.1,EROCIC,B8
C7EROCIC1_20230401,1.555,2023-04-01,C7.EROCIC.1,EROCIC,C7
D3EROCIC1_20230401,4.251,2023-04-01,D3.EROCIC.1,EROCIC,D3
E2EROCIC2_20230401,1.608,2023-04-01,E2.EROCIC.2,EROCIC,E2
E5EROCIC2_20230401,6.915,2023-04-01,E5.EROCIC.2,EROCIC,E5
E6EROCIC1_20230401,1.921,2023-04-01,E6.EROCIC.1,EROCIC,E6
F2EROCIC1_20230401,7.778,2023-04-01,F2.EROCIC.1,EROCIC,F2
F6EROCIC2_20230401,0.652,2023-04-01,F6.EROCIC.2,EROCIC,F6
G3EROCIC1_20230401,12.316,2023-04-01,G3.EROCIC.1,EROCIC,G3
G4EROCIC1_20230401,4.185,2023-04-01,G4.EROCIC.1,EROCIC,G4
H1EROCIC1_20230401,6.915,2023-04-01,H1.EROCIC.1,EROCIC,H1
H3EROCIC2_20230401,13.121,2023-04-01,H3.EROCIC.2,EROCIC,H3
H8EROCIC1_20230401,0.427,2023-04-01,H8.EROCIC.1,EROCIC,H8
I2EROCIC2_20230401,14.017,2023-04-01,I2.EROCIC.2,EROCIC,I2
I3EROCIC2_20230401,1.986,2023-04-01,I3.EROCIC.2,EROCIC,I3
J4EROCIC2_20230401,23.995,2023-04-01,J4.EROCIC.2,EROCIC,J4
J5EROCIC2_20230401,12.448,2023-04-01,J5.EROCIC.2,EROCIC,J5
J7EROCIC1_20230401,6.536,2023-04-01,J7.EROCIC.1,EROCIC,J7
J8EROCIC2_20230401,9.684,2023-04-01,J8.EROCIC.2,EROCIC,J8
A3GERDIS2_20230410,12.752,2023-04-10,A3.GERDIS.2,GERDIS,A3
B1GERDIS2_20230410,11.777,2023-04-10,B1.GERDIS.2,GERDIS,B1
B7GERDIS2_20230410,16.58,2023-04-10,B7.GERDIS.2,GERDIS,B7
C4GERDIS2_20230410,17.303,2023-04-10,C4.GERDIS.2,GERDIS,C4
C5GERDIS2_20230410,6.572,2023-04-10,C5.GERDIS.2,GERDIS,C5
D2GERDIS2_20230410,9.881,2023-04-10,D2.GERDIS.2,GERDIS,D2
D6GERDIS2_20230410,7.096,2023-04-10,D6.GERDIS.2,GERDIS,D6
E8GERDIS2_20230410,20.105,2023-04-10,E8.GERDIS.2,GERDIS,E8
F3GERDIS2_20230410,16.451,2023-04-10,F3.GERDIS.2,GERDIS,F3
F8GERDIS2_20230410,12.94,2023-04-10,F8.GERDIS.2,GERDIS,F8
G1GERDIS2_20230410,12.451,2023-04-10,G1.GERDIS.2,GERDIS,G1
G8GERDIS2_20230410,6.054,2023-04-10,G8.GERDIS.2,GERDIS,G8
H5GERDIS2_20230410,9.823,2023-04-10,H5.GERDIS.2,GERDIS,H5
I1GERDIS2_20230410,12.025,2023-04-10,I1.GERDIS.2,GERDIS,I1
I4GERDIS2_20230410,11.748,2023-04-10,I4.GERDIS.2,GERDIS,I4
J1GERDIS2_20230410,5.166,2023-04-10,J1.GERDIS.2,GERDIS,J1
A1HYPGLA2_20230426,48.225,2023-04-26,A1.HYPGLA.2,HYPGLA,A1
B4HYPGLA2_20230426,23.731,2023-04-26,B4.HYPGLA.2,HYPGLA,B4
C3HYPGLA2_20230426,34.832,2023-04-26,C3.HYPGLA.2,HYPGLA,C3
C8HYPGLA2_20230426,18.773,2023-04-26,C8.HYPGLA.2,HYPGLA,C8
D1HYPGLA2_20230426,14.956,2023-04-26,D1.HYPGLA.2,HYPGLA,D1
E1HYPGLA2_20230426,2.291,2023-04-26,E1.HYPGLA.2,HYPGLA,E1
E3HYPGLA2_20230426,3.203,2023-04-26,E3.HYPGLA.2,HYPGLA,E3
F1HYPGLA2_20230426,6.357,2023-04-26,F1.HYPGLA.2,HYPGLA,F1
G6HYPGLA2_20230426,14.544,2023-04-26,G6.HYPGLA.2,HYPGLA,G6
G7HYPGLA2_20230426,8.753,2023-04-26,G7.HYPGLA.2,HYPGLA,G7
H2HYPGLA2_20230426,9.2,2023-04-26,H2.HYPGLA.2,HYPGLA,H2
H6HYPGLA2_20230426,14.617,2023-04-26,H6.HYPGLA.2,HYPGLA,H6
I5HYPGLA2_20230426,7.402,2023-04-26,I5.HYPGLA.2,HYPGLA,I5
I6HYPGLA2_20230426,9.612,2023-04-26,I6.HYPGLA.2,HYPGLA,I6
I8HYPGLA2_20230426,13.687,2023-04-26,I8.HYPGLA.2,HYPGLA,I8
J2HYPGLA2_20230426,5.479,2023-04-26,J2.HYPGLA.2,HYPGLA,J2
A3LUPBIC1_20230427,2.623,2023-04-27,A3.LUPBIC.1,LUPBIC,A3
A5LUPBIC2_20230427,1.767,2023-04-27,A5.LUPBIC.2,LUPBIC,A5
A8LUPBIC2_20230428,1.326,2023-04-28,A8.LUPBIC.2,LUPBIC,A8
B1LUPBIC2_20230428,2.12,2023-04-28,B1.LUPBIC.2,LUPBIC,B1
B2LUPBIC2_20230428,4.172,2023-04-28,B2.LUPBIC.2,LUPBIC,B2
B5LUPBIC1_20230423,3.826,2023-04-23,B5.LUPBIC.1,LUPBIC,B5
C1LUPBIC2_20230428,2.709,2023-04-28,C1.LUPBIC.2,LUPBIC,C1
C4LUPBIC2_20230428,0.677,2023-04-28,C4.LUPBIC.2,LUPBIC,C4
D2LUPBIC2_20230428,1.684,2023-04-28,D2.LUPBIC.2,LUPBIC,D2
D6LUPBIC1_20230428,0.845,2023-04-28,D6.LUPBIC.1,LUPBIC,D6
E7LUPBIC2_20230428,3.627,2023-04-28,E7.LUPBIC.2,LUPBIC,E7
E8LUPBIC1_20230428,2.569,2023-04-28,E8.LUPBIC.1,LUPBIC,E8
F3LUPBIC2_20230427_wilt,0.747,2023-04-27,F3.LUPBIC.2,LUPBIC,F3
F4LUPBIC2_20230427_NOLICOR,0.392,2023-04-27,F4.LUPBIC.2,LUPBIC,F4
F5LUPBIC2_20230428,3.035,2023-04-28,F5.LUPBIC.2,LUPBIC,F5
F8LUPBIC2_20230428,0.432,2023-04-28,F8.LUPBIC.2,LUPBIC,F8
G1LUPBIC1_20230428,1.131,2023-04-28,G1.LUPBIC.1,LUPBIC,G1
G2LUPBIC2_20230428,1.514,2023-04-28,G2.LUPBIC.2,LUPBIC,G2
G8LUPBIC1_20230428,1.932,2023-04-28,G8.LUPBIC.1,LUPBIC,G8
H4LUPBIC2_20230428,2.106,2023-04-28,H4.LUPBIC.2,LUPBIC,H4
I1LUPBIC1_20230428,2.721,2023-04-28,I1.LUPBIC.1,LUPBIC,I1
I7LUPBIC2_20230428,1.012,2023-04-28,I7.LUPBIC.2,LUPBIC,I7
J1LUPBIC2_20230428,0.977,2023-04-28,J1.LUPBIC.2,LUPBIC,J1
J3LUPBIC2_20230428,0.67,2023-04-28,J3.LUPBIC.2,LUPBIC,J3
J6LUPBIC2_20200428,1.505,2020-04-28,J6.LUPBIC.2,LUPBIC,J6
A4LUPMIC1_20230424,1.289,2023-04-24,A4.LUPMIC.1,LUPMIC,A4
C7LUPMIC2_20230424,22.996,2023-04-24,C7.LUPMIC.2,LUPMIC,C7
D5LUPMIC1_20230424,11.162,2023-04-24,D5.LUPMIC.1,LUPMIC,D5
E2LUPMIC1_20230424,18.072,2023-04-24,E2.LUPMIC.1,LUPMIC,E2
E4LUPMIC1_20230424,11.712,2023-04-24,E4.LUPMIC.1,LUPMIC,E4
F2LUPMIC1_20230424,1.209,2023-04-24,F2.LUPMIC.1,LUPMIC,F2
F7LUPMIC2_20230424,32.6,2023-04-24,F7.LUPMIC.2,LUPMIC,F7
J7LUPMIC1_20230424,2.204,2023-04-24,J7.LUPMIC.1,LUPMIC,J7
F2LUPSUC2_20230428,5.167,2023-04-28,F2.LUPSUC.2,LUPSUC,F2
A1MADGRA2_20230515,6.06,2023-05-15,A1.MADGRA.2,MADGRA,A1
A3MADGRA2_20230515,10.976,2023-05-15,A3.MADGRA.2,MADGRA,A3
B1MADGRA2_20230515,9.159,2023-05-15,B1.MADGRA.2,MADGRA,B1
B4MADGRA2_20230515,13.451,2023-05-15,B4.MADGRA.2,MADGRA,B4
B7MADGRA2_20230515,9.174,2023-05-15,B7.MADGRA.2,MADGRA,B7
C3MADGRA2_20230515,7.067,2023-05-15,C3.MADGRA.2,MADGRA,C3
C4MADGRA2_20230515,9.907,2023-05-15,C4.MADGRA.2,MADGRA,C4
C5MADGRA2_20230515,11.48,2023-05-15,C5.MADGRA.2,MADGRA,C5
C8MADGRA2_20230515,7.526,2023-05-15,C8.MADGRA.2,MADGRA,C8
D1MADGRA2_20230515,4.17,2023-05-15,D1.MADGRA.2,MADGRA,D1
D2MADGRA2_20230515,8.65,2023-05-15,D2.MADGRA.2,MADGRA,D2
D6MADGRA2_20230515,5.891,2023-05-15,D6.MADGRA.2,MADGRA,D6
E1MADGRA2_20230515,3.78,2023-05-15,E1.MADGRA.2,MADGRA,E1
E3MADGRA2_20230515,2.659,2023-05-15,E3.MADGRA.2,MADGRA,E3
E8MADGRA2_20230515,9.523,2023-05-15,E8.MADGRA.2,MADGRA,E8
F1MADGRA2_20230515,2.573,2023-05-15,F1.MADGRA.2,MADGRA,F1
F3MADGRA2_20230515,5.198,2023-05-15,F3.MADGRA.2,MADGRA,F3
F8MADGRA2_20230515,11.123,2023-05-15,F8.MADGRA.2,MADGRA,F8
G1MADGRA2_20230515,7.308,2023-05-15,G1.MADGRA.2,MADGRA,G1
G6MADGRA2_20230515,5.398,2023-05-15,G6.MADGRA.2,MADGRA,G6
G7MADGRA2_20230515,3.513,2023-05-15,G7.MADGRA.2,MADGRA,G7
G8MADGRA2_20230515,9.344,2023-05-15,G8.MADGRA.2,MADGRA,G8
H2MADGRA2_20230515,2.55,2023-05-15,H2.MADGRA.2,MADGRA,H2
H5MADGRA2_20230515,8.45,2023-05-15,H5.MADGRA.2,MADGRA,H5
H6MADGRA2_20230515,5.567,2023-05-15,H6.MADGRA.2,MADGRA,H6
I1MADGRA2_20230515,7.37,2023-05-15,I1.MADGRA.2,MADGRA,I1
I4MADGRA2_20230515,11.384,2023-05-15,I4.MADGRA.2,MADGRA,I4
I5MADGRA2_20230515,4.522,2023-05-15,I5.MADGRA.2,MADGRA,I5
I6MADGRA2_20230515,5.631,2023-05-15,I6.MADGRA.2,MADGRA,I6
I8MADGRA2_20230515,7.061,2023-05-15,I8.MADGRA.2,MADGRA,I8
J1MADGRA2_20230515,6.696,2023-05-15,J1.MADGRA.2,MADGRA,J1
J2MADGRA2_20230515,2.703,2023-05-15,J2.MADGRA.2,MADGRA,J2
A4PHATAN2_20230401,17.415,2023-04-01,A4.PHATAN.2,PHATAN,A4
C6PHATAN1_20230405_dying,4.676,2023-04-05,C6.PHATAN.1,PHATAN,C6
C7PHATAN1_20230405_nophoto,0.964,2023-04-05,C7.PHATAN.1,PHATAN,C7
D5PHATAN1_20230405,1.588,2023-04-05,D5.PHATAN.1,PHATAN,D5
E2PHATAN2_20230405,6.38,2023-04-05,E2.PHATAN.2,PHATAN,E2
E4PHATAN2,7.982,NA,E4.PHATAN.2,PHATAN,E4
G4PHATAN2_20230401,15.784,2023-04-01,G4.PHATAN.2,PHATAN,G4
I3PHATAN2_20230405,17.987,2023-04-05,I3.PHATAN.2,PHATAN,I3
J4PHATAN2_20230405,13.168,2023-04-05,J4.PHATAN.2,PHATAN,J4
J7PHATAN2_20230405,9.663,2023-04-05,J7.PHATAN.2,PHATAN,J7
A5PLAERE2_20230412,3.933,2023-04-12,A5.PLAERE.2,PLAERE,A5
A8PLAERE2_20230412,2.891,2023-04-12,A8.PLAERE.2,PLAERE,A8
B2PLAERE2_20230412,3.906,2023-04-12,B2.PLAERE.2,PLAERE,B2
B5PLAERE2_20230412,3.364,2023-04-12,B5.PLAERE.2,PLAERE,B5
C1PLAERE2_20230412,4.375,2023-04-12,C1.PLAERE.2,PLAERE,C1
D4PLAERE2_20230410,4.176,2023-04-10,D4.PLAERE.2,PLAERE,D4
E7PLAERE2_20230410,2.723,2023-04-10,E7.PLAERE.2,PLAERE,E7
F4PLAERE2_20230412,2.559,2023-04-12,F4.PLAERE.2,PLAERE,F4
F5PLAERE2_20230404,3.443,2023-04-04,F5.PLAERE.2,PLAERE,F5
G2PLAERE2_20230412,2.934,2023-04-12,G2.PLAERE.2,PLAERE,G2
G5PLAERE2_20230412,4.2,2023-04-12,G5.PLAERE.2,PLAERE,G5
H4PLAERE2_20230412,3.995,2023-04-12,H4.PLAERE.2,PLAERE,H4
H7PLAERE2_20230412,1.919,2023-04-12,H7.PLAERE.2,PLAERE,H7
I7PLAERE2_20230410,2.45,2023-04-10,I7.PLAERE.2,PLAERE,I7
J3PLAERE2_20230410,3.975,2023-04-10,J3.PLAERE.2,PLAERE,J3
J6PLAERE2_20230410,3.195,2023-04-10,J6.PLAERE.2,PLAERE,J6
A3TORARV2_20230520,8.931,2023-05-20,A3.TORARV.2,TORARV,A3
B1TORARV2_20230520,2.758,2023-05-20,B1.TORARV.2,TORARV,B1
B7TORARV2_20230520,4.704,2023-05-20,B7.TORARV.2,TORARV,B7
C4TORARV2_20230520,47.978,2023-05-20,C4.TORARV.2,TORARV,C4
C5TORARV2_20230520,8.505,2023-05-20,C5.TORARV.2,TORARV,C5
D2TORARV2_20230520,19.257,2023-05-20,D2.TORARV.2,TORARV,D2
D6TORARV2_20230520,6.124,2023-05-20,D6.TORARV.2,TORARV,D6
E8TORARV2_20230520,9.165,2023-05-20,E8.TORARV.2,TORARV,E8
F3TORARV2_20230520,4.559,2023-05-20,F3.TORARV.2,TORARV,F3
F8TORARV2_20230520,8.737,2023-05-20,F8.TORARV.2,TORARV,F8
G1TORARV2_20230520,14.511,2023-05-20,G1.TORARV.2,TORARV,G1
G8TORARV2_20230520,10.964,2023-05-20,G8.TORARV.2,TORARV,G8
H5TORARV2_20230520,9.548,2023-05-20,H5.TORARV.2,TORARV,H5
I1TORARV2_20230520,5.328,2023-05-20,I1.TORARV.2,TORARV,I1
I4TORARV2_20230520,5.735,2023-05-20,I4.TORARV.2,TORARV,I4
J1TORARV2_20230520,4.206,2023-05-20,J1.TORARV.2,TORARV,J1
A8TRIHIR1_20230509,5.795,2023-05-09,A8.TRIHIR.1,TRIHIR,A8
B2TRIHIR2_20230509,6.363,2023-05-09,B2.TRIHIR.2,TRIHIR,B2
B5TRIHIR1_20230509,5.919,2023-05-09,B5.TRIHIR.1,TRIHIR,B5
B7TRIHIR1_20230509,5.434,2023-05-09,B7.TRIHIR.1,TRIHIR,B7
C1TRIHIR2_20230509,5.942,2023-05-09,C1.TRIHIR.2,TRIHIR,C1
C5TRIHIR2_20230509,6.813,2023-05-09,C5.TRIHIR.2,TRIHIR,C5
D2TRIHIR2_20230509,7.19,2023-05-09,D2.TRIHIR.2,TRIHIR,D2
D6TRIHIR2_20230509,3.698,2023-05-09,D6.TRIHIR.2,TRIHIR,D6
E7TRIHIR1_20230509,2.918,2023-05-09,E7.TRIHIR.1,TRIHIR,E7
E8TRIHIR1_20230509,5.361,2023-05-09,E8.TRIHIR.1,TRIHIR,E8
F3TRIHIR2_20230509,0.856,2023-05-09,F3.TRIHIR.2,TRIHIR,F3
F4TRIHIR2_20230509,6.279,2023-05-09,F4.TRIHIR.2,TRIHIR,F4
F5TRIHIR2_20230509,3.701,2023-05-09,F5.TRIHIR.2,TRIHIR,F5
F8TRIHIR1_20230509,6.063,2023-05-09,F8.TRIHIR.1,TRIHIR,F8
G1TRIHIR1_20230509,6.59,2023-05-09,G1.TRIHIR.1,TRIHIR,G1
G2TRIHIR2_20230509,5.579,2023-05-09,G2.TRIHIR.2,TRIHIR,G2
